ds,PCA1,PCA2,PCA3,PCA4,y,unique_id,is_weekend,is_holiday
03/08/2025,1.8119945829870505,0.1406762470743166,-0.779245257,-0.147857389,14187.31,movie,1,0
03/09/2025,1.4306904053568061,-0.183864668,-1.283387199,-0.008355587,7601.75,movie,1,0
03/10/2025,0.7101449223430994,-0.211482875,-1.584259342,-0.10782864,1558.81,movie,0,0
03/11/2025,0.6307449577374388,-0.612459435,-1.10725967,0.044483410892798406,1419.78,movie,0,0
03/12/2025,0.5719709246684106,-0.486763786,-1.219697362,0.03605685966215287,1320.19,movie,0,0
03/13/2025,0.5963704930742628,-0.134885627,-1.617203027,-0.187068085,1192.5,movie,0,0
03/14/2025,0.7893565053550875,-0.113237798,-1.508099983,-0.360738695,2386.06,movie,0,0
03/15/2025,1.35458579271486,-0.754704234,-0.33576148,-0.29289769,7314.03,movie,1,0
03/16/2025,1.3911361413901864,-1.380654884,-0.062734899,-0.461384387,5138.59,movie,1,0
03/17/2025,0.8508136319039131,-1.626828004,-0.047134185,-0.610741252,1016.89,movie,0,0
03/18/2025,0.8132420604867674,-1.750422434,0.09736352456599698,-0.542344166,918.36,movie,0,0
03/19/2025,0.666977752338672,-1.963562498,0.39128277695902963,-0.244271178,848.48,movie,0,0
03/20/2025,0.4914280257509189,-2.082967298,0.6043606190824804,0.10002991189037401,791.5,movie,0,0
03/21/2025,0.3112133773992996,-1.478125334,0.17204082570635987,0.4242499709806971,1505.2,movie,0,0
03/22/2025,0.6510428031975799,-1.711840133,0.7464071853443991,0.30040896104218123,4201.38,movie,1,0
03/23/2025,0.41262564408714725,-1.662911377,0.5527876158411444,0.5446250064781096,2871.64,movie,1,0
03/24/2025,-0.022674822,-1.751427737,0.5827919924954766,0.44865763492189875,612.21,movie,0,0
03/25/2025,-0.093879223,-1.659748767,0.523449221022453,0.5005594907547463,578.84,movie,0,0
03/26/2025,-0.153135267,-1.150709553,-0.002217194,0.39665548857668653,541.64,movie,0,0
03/27/2025,0.0423198932065633,-1.318006336,0.10521605744660682,-0.00171941,531.06,movie,0,0
03/28/2025,0.3147033062733092,-1.111974583,-0.085012591,-0.701226278,948,movie,0,0
03/29/2025,0.7394155153643447,-0.849998998,-0.283285845,-0.790567452,2994.53,movie,1,0
03/30/2025,0.6410175627065688,-0.899017247,-0.325646478,-0.714102577,2273.18,movie,1,0
03/31/2025,0.2336817194225032,-0.992957633,-0.251112991,-0.601084206,665.18,movie,0,0
04/01/2025,0.044552701869009566,-1.043836905,-0.116244388,-0.394409507,490.54,movie,0,0
04/02/2025,-0.040463243,-1.1896397,0.08082280348641736,-0.27976797,418.61,movie,0,0
04/03/2025,-0.238541559,-1.222213107,0.43382628829269715,-0.164883099,882.58,movie,0,0
04/04/2025,-0.532002227,-0.105727962,1.1405997384773556,-0.303010171,2834.2,movie,0,1
04/05/2025,-0.411109102,-0.194921378,0.4798864205317646,-0.279668538,2915.34,movie,1,1
04/06/2025,-0.68357581,-0.443032594,0.3104455220413058,-0.248900882,1429.12,movie,1,1
04/07/2025,-1.11909048,-0.638047579,0.43014612172344496,-0.152503452,256.02,movie,0,0
04/08/2025,-1.171115653,-0.771801931,0.6020512547972727,-0.089242834,234.79,movie,0,0
04/09/2025,-1.151338226,-0.704051769,0.5221488044527656,-0.158442078,218.85,movie,0,0
04/10/2025,-1.186593553,-0.72666272,0.5596891126567497,-0.070316896,209.97,movie,0,0
04/11/2025,-1.242968677,-0.545051817,0.5091870489661444,-0.102262554,323.07,movie,0,0
04/12/2025,-0.569296402,-1.321738985,1.3297307607961062,-0.651389154,1102.82,movie,1,0
04/13/2025,-0.639044659,-1.662054618,1.6027312562262028,-0.42062484,927.83,movie,1,0
04/14/2025,-1.084570365,-1.849552922,1.758317531836443,-0.052935599,196.53,movie,0,0
04/15/2025,-1.083132824,-1.385226115,1.2217859143064553,0.07826795528334142,329.26,movie,0,0
04/16/2025,-1.189051181,-1.373440942,1.2475360193927332,0.28314675255726296,314.73,movie,0,0
04/17/2025,-1.217022862,-0.901051182,0.7297141953224091,0.3418695021901354,381.33,movie,0,0
04/18/2025,-1.100970657,-0.487846206,0.31517542035672585,0.07930843258314094,605.06,movie,0,0
04/19/2025,-1.026212054,0.24278970345125936,-0.208288598,-0.081021053,1229.71,movie,1,0
04/20/2025,-1.063208059,-0.196679965,0.14693411841037554,0.18398530295396326,1069.68,movie,1,0
04/21/2025,-0.93734773,0.40828539749727166,-0.834962764,-0.088891902,886.19,movie,0,0
04/22/2025,-0.872903013,-0.281418913,-0.086421003,-0.111073717,803.81,movie,0,0
04/23/2025,-0.961777598,-0.769100977,0.49387053589798846,0.06572315322142515,717.47,movie,0,0
04/24/2025,-0.881647952,-1.063287484,0.7621985526914428,-0.074852502,593.14,movie,0,0
04/25/2025,-0.93346627,-0.985749102,0.7979960515901966,-0.111972809,696.97,movie,0,0
04/26/2025,-0.919646233,-0.280206873,0.12822886237031417,-0.037963064,1037.7,movie,1,0
04/27/2025,-1.017547347,-0.289545622,-0.014821528,-0.160891962,455.49,movie,1,0
04/28/2025,-0.955241855,-0.98201785,0.6984435025778715,0.022335715158123895,525.62,movie,0,0
04/29/2025,-1.063355166,-1.185931362,0.9816429369467063,0.23512640113747096,540.36,movie,0,0
04/30/2025,-1.43885293,-0.481199815,0.8384261176668553,-0.016558323,502.47,movie,0,0
05/01/2025,-1.010862012,0.25274223616986574,1.969217728981152,0.0941086395298363,1046.38,movie,0,1
05/02/2025,-1.090778539,-0.291991307,1.6453030483929139,0.279246351213442,1795.99,movie,0,1
05/03/2025,-1.063147961,-0.777102204,1.6862557410271315,0.08991613412429993,1571.83,movie,1,1
05/04/2025,-1.101509957,-0.357016276,1.0296179607766038,-0.173724917,1303.88,movie,1,1
05/05/2025,-1.269796654,0.3444170369165666,-0.015114929,-0.385324892,749.98,movie,0,1
05/06/2025,-1.567147118,-0.562357746,0.8057955301519105,-0.243720247,181.8,movie,0,0
05/07/2025,-1.711636622,-0.178525282,0.44483559185805316,0.03580736900610927,241.34,movie,0,0
05/08/2025,-1.68202925,0.2385585394331855,-0.030984431,-0.263698504,156.63,movie,0,0
05/09/2025,-1.666276349,0.9892042085328019,-0.799767639,-0.457043872,183.31,movie,0,0
05/10/2025,-1.49967562,0.9418012430079066,-0.570946068,-0.435165308,468.79,movie,1,0
05/11/2025,-1.554458307,0.08248898844578025,0.31320426082961283,-0.139512884,389.08,movie,1,0
05/12/2025,-1.766738685,-0.58210187,0.8911536825843496,0.17915659701176406,164.35,movie,0,0
05/13/2025,-1.850598719,-0.773901609,1.1299862269909717,0.2988671189511394,110.64,movie,0,0
05/14/2025,-1.842656771,-0.316125375,0.6313041697462789,0.11105405183184638,84.52,movie,0,0
05/15/2025,-1.807464969,0.3644049139423291,-0.128639228,-0.043000909,122.09,movie,0,0
05/16/2025,-1.870242088,0.7243453353179242,-0.423923027,0.04104628722966342,174.81,movie,0,0
05/17/2025,-1.622419499,0.7679489460491989,-0.301377996,-0.03129626,545.78,movie,1,0
05/18/2025,-1.652282956,0.42791466427072555,-0.052369473,-0.034478599,346.35,movie,1,0
05/19/2025,-1.999194792,0.22047250740149285,0.10639357424048473,0.20735524222500423,51.37,movie,0,0
05/20/2025,-2.109742512,0.39176836414132576,0.08677591730966787,0.327289665705538,103.59,movie,0,0
05/21/2025,-2.077846639,0.4387685696922253,-0.061572979,0.2873505375830615,73.97,movie,0,0
05/22/2025,-1.926790975,0.46731239137813463,-0.168803316,-0.009603483,68.38,movie,0,0
05/23/2025,-1.820798582,0.6624702048392793,-0.342868355,-0.386901802,76.89,movie,0,0
05/24/2025,-1.671522039,0.9609677840990176,-0.495238187,-0.310425923,308.22,movie,1,0
05/25/2025,-1.67145564,0.3557707510910178,0.07433311692847494,-0.200564221,256.89,movie,1,0
05/26/2025,-1.864235727,0.12264125725130269,0.18331670851312762,-0.162960348,42.34,movie,0,0
05/27/2025,-1.905369806,0.0492131947970799,0.2846267661873429,-0.033317058,45.56,movie,0,0
05/28/2025,-1.905075742,-0.119218974,0.4661564623644999,0.021089993546501477,46.9,movie,0,0
05/29/2025,-1.960678787,0.3968702098710368,-0.075449984,0.029002754057070364,50.53,movie,0,0
05/30/2025,-1.977453865,0.41199088012531376,0.184523615472913,0.03305092343395414,107.42,movie,0,0
05/31/2025,-1.706402074,1.2009331288706686,-0.052176542,-0.007989112,393.15,movie,1,1
06/01/2025,-1.453190335,2.033401823156227,-0.566609207,-0.181823819,727.14,movie,1,1
06/02/2025,-1.76036396,1.2814683266973987,-0.611704031,-0.180380516,333.3,movie,0,1
06/03/2025,-1.99889269,0.4723902316669386,-0.072945904,-0.161850774,30.47,movie,0,0
06/04/2025,-2.0636393,0.21358545954188474,0.23800005304375757,0.03914562524690167,28.13,movie,0,0
06/05/2025,-2.151176458,0.004407351823003677,0.5089322436083413,0.29320446085057017,31.34,movie,0,0
06/06/2025,-2.195762607,0.06875095681758611,0.5113293449139954,0.4014328328471948,44.02,movie,0,0
06/07/2025,-2.060564692,0.6916187238536562,0.08706864362410971,0.30015862232358936,162.99,movie,1,0
06/08/2025,-2.038327666,0.9362831512633462,-0.251836607,0.19210720259348624,161.57,movie,1,0
06/09/2025,-2.145020332,0.9594927373158909,-0.519751574,0.04297245778742718,34.9,movie,0,0
06/10/2025,-2.107005564,0.7575798608852446,-0.310048447,0.03500117753908383,36.95,movie,0,0
06/11/2025,-2.157483181,0.5132575171705537,-0.029882345,0.2020619248483795,36.61,movie,0,0
06/12/2025,-2.194513568,0.5173622759213902,-0.021253286,0.2877398246760528,35.36,movie,0,0
06/13/2025,-2.258951357,0.6153110842383605,-0.031930228,0.33811957229707584,39.56,movie,0,0
06/14/2025,-2.111031761,1.3884892444306667,-0.613946312,0.12723789793823648,108.44,movie,1,0
06/15/2025,-2.037601996,1.0979932957180758,-0.364622574,0.06807306174931566,122.44,movie,1,0
06/16/2025,-2.199753753,0.4375389003411975,0.11904119349279339,0.23508671454845,30.44,movie,0,0
06/17/2025,-2.280530074,0.4191531073126314,0.1698849365812074,0.4222174331228527,37.55,movie,0,0
06/18/2025,-2.315322384,0.7402348303076509,-0.187731001,0.3714067869869754,24.79,movie,0,0
06/19/2025,-2.267666288,1.434493851439838,-0.958972646,0.09373251973247984,25.63,movie,0,0
06/20/2025,-2.25270094,1.203562939818309,-0.654296484,0.1349849399096841,32.67,movie,0,0
06/21/2025,-2.105551474,1.2215551596587682,-0.34328892,0.13738249584408582,85.54,movie,1,0
06/22/2025,-2.096691618,1.2181109103421914,-0.408302469,0.10039388243558235,92.26,movie,1,0
06/23/2025,-2.240854113,0.9990601172530539,-0.433935325,0.12088264095756492,24.4,movie,0,0
06/24/2025,-2.262007355,0.9256933160914371,-0.33863148,0.1968391783289263,25.64,movie,0,0
06/25/2025,-2.268897682,1.0546801030279465,-0.465438315,0.19427997758333143,27.98,movie,0,0
06/26/2025,-2.261054465,1.2916795615850576,-0.688150406,0.14110150826338358,30.82,movie,0,0
06/27/2025,-2.254984925,1.5271253354718228,-0.784509767,0.12037028524937916,22.37,movie,0,0
06/28/2025,-2.128797905,1.6953687247123488,-0.605628629,0.20481098650028387,54.44,movie,1,0
06/29/2025,-2.124625412,1.7827279134826215,-0.75997925,0.171306635091851,81.27,movie,1,0
06/30/2025,-2.208021257,1.6993846586964982,-0.812644275,0.22384281724414049,66.32,movie,0,0
